TimeStamp;UserId;NameVideo;TypeVideo;Value
0.189041;8;vid2.ogg;arousal;0
0.441187;8;vid2.ogg;arousal;0
0.692898;8;vid2.ogg;arousal;0
1.193252;8;vid2.ogg;arousal;0
1.60839;8;vid2.ogg;arousal;0
7.547899;8;vid2.ogg;arousal;0
7.547899;8;vid2.ogg;arousal;0
18.980257;8;vid2.ogg;arousal;0
18.980257;8;vid2.ogg;arousal;0
18.980257;8;vid2.ogg;arousal;0
18.980257;8;vid2.ogg;arousal;0
19.171739;8;vid2.ogg;arousal;0
19.422369;8;vid2.ogg;arousal;0
19.675381;8;vid2.ogg;arousal;0
19.861333;8;vid2.ogg;arousal;0
