TimeStamp;UserId;NameVideo;TypeVideo;Value
0.197455;2;vid1_ogg;arousal;0
0.44685;2;vid1_ogg;arousal;0
0.946812;2;vid1_ogg;arousal;0
1.197054;2;vid1_ogg;arousal;0
1.697265;2;vid1_ogg;arousal;0
2.196718;2;vid1_ogg;arousal;0.076719576719577
2.696491;2;vid1_ogg;arousal;0.060846560846561
3.196879;2;vid1_ogg;arousal;0.2010582010582
3.447303;2;vid1_ogg;arousal;0.2010582010582
3.946568;2;vid1_ogg;arousal;0.31216931216931
4.196549;2;vid1_ogg;arousal;0.32539682539683
4.44675;2;vid1_ogg;arousal;0.39153439153439
4.946513;2;vid1_ogg;arousal;0.41269841269841
5.446516;2;vid1_ogg;arousal;0.41005291005291
5.946439;2;vid1_ogg;arousal;0.55291005291005
6.446634;2;vid1_ogg;arousal;0.4973544973545
6.697115;2;vid1_ogg;arousal;0.50529100529101
7.196476;2;vid1_ogg;arousal;0.48412698412698
7.447078;2;vid1_ogg;arousal;0.48677248677249
7.697313;2;vid1_ogg;arousal;0.48677248677249
8.196465;2;vid1_ogg;arousal;0.52116402116402
8.447134;2;vid1_ogg;arousal;0.52116402116402
8.946554;2;vid1_ogg;arousal;0.47089947089947
9.446307;2;vid1_ogg;arousal;0.43915343915344
9.696648;2;vid1_ogg;arousal;0.42063492063492
10.196471;2;vid1_ogg;arousal;0.3994708994709
10.446427;2;vid1_ogg;arousal;0.37830687830688
10.696561;2;vid1_ogg;arousal;0.35449735449735
10.94676;2;vid1_ogg;arousal;0.30687830687831
11.197375;2;vid1_ogg;arousal;0.29365079365079
11.696354;2;vid1_ogg;arousal;0.27777777777778
12.196359;2;vid1_ogg;arousal;0.23280423280423
12.446434;2;vid1_ogg;arousal;0.21428571428571
12.946646;2;vid1_ogg;arousal;0.19312169312169
13.446804;2;vid1_ogg;arousal;0.22751322751323
13.946631;2;vid1_ogg;arousal;0.38095238095238
14.196844;2;vid1_ogg;arousal;0.4021164021164
14.447081;2;vid1_ogg;arousal;0.41005291005291
14.697348;2;vid1_ogg;arousal;0.42857142857143
15.19764;2;vid1_ogg;arousal;0.33862433862434
15.696592;2;vid1_ogg;arousal;0.14285714285714
15.946722;2;vid1_ogg;arousal;-0.060846560846561
16.198783;2;vid1_ogg;arousal;-0.23280423280423
16.696335;2;vid1_ogg;arousal;-0.35449735449735
16.946961;2;vid1_ogg;arousal;-0.36507936507937
17.197164;2;vid1_ogg;arousal;-0.34920634920635
17.696647;2;vid1_ogg;arousal;-0.29100529100529
18.196308;2;vid1_ogg;arousal;-0.33597883597884
18.446513;2;vid1_ogg;arousal;-0.32010582010582
18.696932;2;vid1_ogg;arousal;-0.087301587301587
19.196684;2;vid1_ogg;arousal;0.11904761904762
19.696867;2;vid1_ogg;arousal;0.27513227513228
20.196918;2;vid1_ogg;arousal;0.35449735449735
20.447097;2;vid1_ogg;arousal;0.41005291005291
20.697547;2;vid1_ogg;arousal;0.41005291005291
21.197418;2;vid1_ogg;arousal;0.42328042328042
21.696667;2;vid1_ogg;arousal;0.43121693121693
22.196345;2;vid1_ogg;arousal;0.38359788359788
22.446567;2;vid1_ogg;arousal;0.37830687830688
22.696855;2;vid1_ogg;arousal;0.4021164021164
23.196645;2;vid1_ogg;arousal;0.44179894179894
23.696543;2;vid1_ogg;arousal;0.51851851851852
24.196473;2;vid1_ogg;arousal;0.53703703703704
24.44672;2;vid1_ogg;arousal;0.52645502645503
24.697086;2;vid1_ogg;arousal;0.49206349206349
25.196203;2;vid1_ogg;arousal;0.3968253968254
25.446931;2;vid1_ogg;arousal;0.35978835978836
25.697468;2;vid1_ogg;arousal;0.31746031746032
26.196744;2;vid1_ogg;arousal;0.26190476190476
26.696753;2;vid1_ogg;arousal;0.23280423280423
27.196651;2;vid1_ogg;arousal;0.20899470899471
27.697552;2;vid1_ogg;arousal;0.24603174603175
28.197099;2;vid1_ogg;arousal;0.27777777777778
28.447249;2;vid1_ogg;arousal;0.29365079365079
28.946652;2;vid1_ogg;arousal;0.35714285714286
29.196773;2;vid1_ogg;arousal;0.37566137566138
29.696247;2;vid1_ogg;arousal;0.42063492063492
29.946689;2;vid1_ogg;arousal;0.43121693121693
30.196852;2;vid1_ogg;arousal;0.44179894179894
30.447433;2;vid1_ogg;arousal;0.45238095238095
30.946742;2;vid1_ogg;arousal;0.37830687830688
31.446431;2;vid1_ogg;arousal;0.38888888888889
31.696611;2;vid1_ogg;arousal;0.40740740740741
32.19683;2;vid1_ogg;arousal;0.46825396825397
32.446812;2;vid1_ogg;arousal;0.48677248677249
32.946573;2;vid1_ogg;arousal;0.52910052910053
33.196606;2;vid1_ogg;arousal;0.55820105820106
33.696325;2;vid1_ogg;arousal;0.58465608465608
33.946488;2;vid1_ogg;arousal;0.61111111111111
34.197619;2;vid1_ogg;arousal;0.61111111111111
34.697173;2;vid1_ogg;arousal;0.5978835978836
35.19647;2;vid1_ogg;arousal;0.61904761904762
35.446376;2;vid1_ogg;arousal;0.67989417989418
35.697247;2;vid1_ogg;arousal;0.70634920634921
36.196325;2;vid1_ogg;arousal;0.67195767195767
36.44642;2;vid1_ogg;arousal;0.62962962962963
36.696783;2;vid1_ogg;arousal;0.60582010582011
37.19639;2;vid1_ogg;arousal;0.63227513227513
37.446253;2;vid1_ogg;arousal;0.65079365079365
37.696335;2;vid1_ogg;arousal;0.64814814814815
37.946426;2;vid1_ogg;arousal;0.48412698412698
38.446417;2;vid1_ogg;arousal;0.14285714285714
38.69698;2;vid1_ogg;arousal;0.095238095238095
39.196541;2;vid1_ogg;arousal;-0.015873015873016
39.386531;2;vid1_ogg;arousal;-0.052910052910053
