TimeStamp;UserId;NameVideo;TypeVideo;Value
0.180261;3;vid1_ogg;arousal;0
0.429774;3;vid1_ogg;arousal;0
0.680611;3;vid1_ogg;arousal;0
1.180212;3;vid1_ogg;arousal;0
1.430072;3;vid1_ogg;arousal;0.021164021164021
1.929573;3;vid1_ogg;arousal;0.05026455026455
2.430023;3;vid1_ogg;arousal;0.08994708994709
2.680123;3;vid1_ogg;arousal;0.12169312169312
2.930065;3;vid1_ogg;arousal;0.12698412698413
3.429713;3;vid1_ogg;arousal;0.1031746031746
3.930486;3;vid1_ogg;arousal;0.23544973544974
4.430048;3;vid1_ogg;arousal;0.24074074074074
4.930433;3;vid1_ogg;arousal;0.2037037037037
5.42996;3;vid1_ogg;arousal;0.32010582010582
5.680137;3;vid1_ogg;arousal;0.39417989417989
6.179625;3;vid1_ogg;arousal;0.43386243386243
6.6799;3;vid1_ogg;arousal;0.45238095238095
6.930445;3;vid1_ogg;arousal;0.46031746031746
7.429694;3;vid1_ogg;arousal;0.39153439153439
7.679891;3;vid1_ogg;arousal;0.37037037037037
7.930555;3;vid1_ogg;arousal;0.37037037037037
8.42946;3;vid1_ogg;arousal;0.47089947089947
8.679647;3;vid1_ogg;arousal;0.5
8.92973;3;vid1_ogg;arousal;0.55026455026455
9.180231;3;vid1_ogg;arousal;0.61640211640212
9.680531;3;vid1_ogg;arousal;0.6984126984127
9.93062;3;vid1_ogg;arousal;0.68253968253968
10.429472;3;vid1_ogg;arousal;0.69047619047619
10.679501;3;vid1_ogg;arousal;0.6984126984127
10.929726;3;vid1_ogg;arousal;0.74338624338624
11.429373;3;vid1_ogg;arousal;0.62433862433862
11.679974;3;vid1_ogg;arousal;0.27777777777778
11.929771;3;vid1_ogg;arousal;0.23280423280423
12.42964;3;vid1_ogg;arousal;0.28835978835979
12.930179;3;vid1_ogg;arousal;0.20899470899471
13.180485;3;vid1_ogg;arousal;0.15343915343915
13.67958;3;vid1_ogg;arousal;0.19312169312169
13.929589;3;vid1_ogg;arousal;0.15079365079365
14.18042;3;vid1_ogg;arousal;0.14814814814815
14.679493;3;vid1_ogg;arousal;0.16931216931217
14.92997;3;vid1_ogg;arousal;0.14285714285714
15.180696;3;vid1_ogg;arousal;-0.095238095238095
15.679756;3;vid1_ogg;arousal;-0.98677248677249
15.930161;3;vid1_ogg;arousal;-1
16.180588;3;vid1_ogg;arousal;-1
16.679703;3;vid1_ogg;arousal;-1
16.929885;3;vid1_ogg;arousal;-0.96031746031746
17.429609;3;vid1_ogg;arousal;-0.57936507936508
17.679659;3;vid1_ogg;arousal;-0.18783068783069
18.179348;3;vid1_ogg;arousal;0.28571428571429
18.679436;3;vid1_ogg;arousal;0.53439153439153
18.929844;3;vid1_ogg;arousal;0.41005291005291
19.1798;3;vid1_ogg;arousal;0.30952380952381
19.429877;3;vid1_ogg;arousal;0.28042328042328
19.929386;3;vid1_ogg;arousal;0.38359788359788
20.180153;3;vid1_ogg;arousal;0.44708994708995
20.429939;3;vid1_ogg;arousal;0.50529100529101
20.929481;3;vid1_ogg;arousal;0.47089947089947
21.179653;3;vid1_ogg;arousal;0.3968253968254
21.679557;3;vid1_ogg;arousal;0.18253968253968
22.179968;3;vid1_ogg;arousal;0.068783068783069
22.429712;3;vid1_ogg;arousal;0.063492063492063
22.679931;3;vid1_ogg;arousal;0.060846560846561
23.18039;3;vid1_ogg;arousal;-0.010582010582011
23.679844;3;vid1_ogg;arousal;-0.084656084656085
24.179828;3;vid1_ogg;arousal;-0.36772486772487
24.679443;3;vid1_ogg;arousal;-0.40740740740741
24.92991;3;vid1_ogg;arousal;-0.35714285714286
25.180351;3;vid1_ogg;arousal;-0.38095238095238
25.679521;3;vid1_ogg;arousal;0.084656084656085
25.929669;3;vid1_ogg;arousal;0.097883597883598
26.179663;3;vid1_ogg;arousal;0.11111111111111
26.679384;3;vid1_ogg;arousal;0.28042328042328
26.929562;3;vid1_ogg;arousal;0.33068783068783
27.429503;3;vid1_ogg;arousal;0.48148148148148
27.679565;3;vid1_ogg;arousal;0.51058201058201
28.179587;3;vid1_ogg;arousal;0.51322751322751
28.429534;3;vid1_ogg;arousal;0.47354497354497
28.679581;3;vid1_ogg;arousal;0.35185185185185
28.929559;3;vid1_ogg;arousal;0.23280423280423
29.179972;3;vid1_ogg;arousal;0.21957671957672
29.679477;3;vid1_ogg;arousal;0.27513227513228
29.929602;3;vid1_ogg;arousal;0.33333333333333
30.179886;3;vid1_ogg;arousal;0.37830687830688
30.429825;3;vid1_ogg;arousal;0.37830687830688
30.679919;3;vid1_ogg;arousal;0.57936507936508
30.930469;3;vid1_ogg;arousal;0.66137566137566
31.430232;3;vid1_ogg;arousal;0.77513227513228
